Estructura,Tamaño,Milisegundos,Bytes
FMI,9000000,1505,2236613
FMI,9000000,1509,2236613
FMI,9000000,1505,2236613
FMI,9000000,1506,2236613
FMI,9000000,1504,2236613
FMI,9000000,1508,2236613
FMI,9000000,1506,2236613
FMI,9000000,1507,2236613
FMI,9000000,1508,2236613
FMI,9000000,1503,2236613
FMI,9000000,1505,2236613
FMI,9000000,1510,2236613
FMI,9000000,1507,2236613
FMI,9000000,1506,2236613
FMI,9000000,1505,2236613
FMI,9000000,1508,2236613
FMI,9000000,1503,2236613
FMI,9000000,1506,2236613
FMI,9000000,1508,2236613
FMI,9000000,1507,2236613
FMI,9000000,1505,2236613
FMI,9000000,1502,2236613
FMI,9000000,1501,2236613
FMI,9000000,1509,2236613
FMI,9000000,1503,2236613
FMI,9000000,1504,2236613
FMI,9000000,1505,2236613
FMI,9000000,1505,2236613
FMI,9000000,1502,2236613
FMI,9000000,1503,2236613
FMI,9000000,1501,2236613
FMI,9000000,1509,2236613
FMI,9000000,1508,2236613
FMI,9000000,1505,2236613
FMI,9000000,1503,2236613
FMI,9000000,1503,2236613
FMI,9000000,1504,2236613
FMI,9000000,1508,2236613
FMI,9000000,1508,2236613
FMI,9000000,1506,2236613
FMI,9000000,1503,2236613
FMI,9000000,1506,2236613
FMI,9000000,1507,2236613
FMI,9000000,1505,2236613
FMI,9000000,1505,2236613
FMI,9000000,1503,2236613
FMI,9000000,1504,2236613
FMI,9000000,1505,2236613
FMI,9000000,1517,2236613
FMI,9000000,1504,2236613
FMI,9000000,1505,2236613
FMI,9000000,1504,2236613
FMI,9000000,1505,2236613
FMI,9000000,1507,2236613
FMI,9000000,1507,2236613
FMI,9000000,1504,2236613
FMI,9000000,1508,2236613
FMI,9000000,1504,2236613
FMI,9000000,1507,2236613
FMI,9000000,1506,2236613
FMI,9000000,1505,2236613
FMI,9000000,1504,2236613
FMI,9000000,1503,2236613
FMI,9000000,1507,2236613
FMI,9000000,1505,2236613
FMI,9000000,1505,2236613
FMI,9000000,1508,2236613
FMI,9000000,1508,2236613
FMI,9000000,1511,2236613
FMI,9000000,1503,2236613
FMI,9000000,1506,2236613
FMI,9000000,1507,2236613
FMI,9000000,1508,2236613
FMI,9000000,1505,2236613
FMI,9000000,1503,2236613
FMI,9000000,1503,2236613
FMI,9000000,1504,2236613
FMI,9000000,1506,2236613
FMI,9000000,1509,2236613
FMI,9000000,1505,2236613
FMI,9000000,1510,2236613
FMI,9000000,1505,2236613
FMI,9000000,1509,2236613
FMI,9000000,1503,2236613
FMI,9000000,1505,2236613
FMI,9000000,1502,2236613
FMI,9000000,1500,2236613
FMI,9000000,1508,2236613
FMI,9000000,1504,2236613
FMI,9000000,1509,2236613
FMI,9000000,1503,2236613
FMI,9000000,1508,2236613
FMI,9000000,1506,2236613
FMI,9000000,1505,2236613
FMI,9000000,1505,2236613
FMI,10000000,1675,2485277
FMI,10000000,1668,2485277
FMI,10000000,1669,2485277
FMI,10000000,1667,2485277
FMI,10000000,1668,2485277
FMI,10000000,1669,2485277
FMI,10000000,1667,2485277
FMI,10000000,1670,2485277
FMI,10000000,1666,2485277
FMI,10000000,1671,2485277
FMI,10000000,1674,2485277
FMI,10000000,1673,2485277
FMI,10000000,1675,2485277
FMI,10000000,1674,2485277
FMI,10000000,1668,2485277
FMI,10000000,1671,2485277
FMI,10000000,1671,2485277
FMI,10000000,1668,2485277
FMI,10000000,1671,2485277
FMI,10000000,1671,2485277
FMI,10000000,1678,2485277
FMI,10000000,1666,2485277
FMI,10000000,1670,2485277
FMI,10000000,1667,2485277
FMI,10000000,1674,2485277
FMI,10000000,1668,2485277
FMI,10000000,1667,2485277
FMI,10000000,1668,2485277
FMI,10000000,1668,2485277
FMI,10000000,1668,2485277
FMI,10000000,1671,2485277
FMI,10000000,1666,2485277
FMI,10000000,1674,2485277
FMI,10000000,1667,2485277
FMI,10000000,1665,2485277
FMI,10000000,1672,2485277
FMI,10000000,1669,2485277
FMI,10000000,1665,2485277
FMI,10000000,1665,2485277
FMI,10000000,1676,2485277
FMI,10000000,1676,2485277
FMI,10000000,1665,2485277
FMI,10000000,1674,2485277
FMI,10000000,1669,2485277
FMI,10000000,1666,2485277
FMI,10000000,1668,2485277
FMI,10000000,1668,2485277
FMI,10000000,1667,2485277
FMI,10000000,1669,2485277
FMI,10000000,1673,2485277
FMI,10000000,1668,2485277
FMI,10000000,1667,2485277
FMI,10000000,1666,2485277
FMI,10000000,1670,2485277
FMI,10000000,1669,2485277
FMI,10000000,1670,2485277
FMI,10000000,1679,2485277
FMI,10000000,1674,2485277
FMI,10000000,1671,2485277
FMI,10000000,1670,2485277
FMI,10000000,1668,2485277
FMI,10000000,1670,2485277
FMI,10000000,1673,2485277
FMI,10000000,1665,2485277
FMI,10000000,1671,2485277
FMI,10000000,1670,2485277
FMI,10000000,1671,2485277
FMI,10000000,1665,2485277
FMI,10000000,1669,2485277
FMI,10000000,1667,2485277
FMI,10000000,1669,2485277
FMI,10000000,1668,2485277
FMI,10000000,1667,2485277
FMI,10000000,1671,2485277
FMI,10000000,1667,2485277
FMI,10000000,1667,2485277
FMI,10000000,1669,2485277
FMI,10000000,1669,2485277
FMI,10000000,1673,2485277
FMI,10000000,1674,2485277
FMI,10000000,1670,2485277
FMI,10000000,1670,2485277
FMI,10000000,1671,2485277
FMI,10000000,1670,2485277
