Estructura,Tamaño,Milisegundos,Bytes
SA + LCP,3000000,984,47999992
SA + LCP,3000000,979,47999992
SA + LCP,3000000,980,47999992
SA + LCP,3000000,981,47999992
SA + LCP,3000000,981,47999992
SA + LCP,3000000,981,47999992
SA + LCP,3000000,982,47999992
SA + LCP,3000000,981,47999992
SA + LCP,3000000,979,47999992
SA + LCP,3000000,982,47999992
SA + LCP,3000000,975,47999992
SA + LCP,3000000,979,47999992
SA + LCP,3000000,985,47999992
SA + LCP,3000000,976,47999992
SA + LCP,4000000,1418,63999992
SA + LCP,4000000,1417,63999992
SA + LCP,4000000,1420,63999992
SA + LCP,4000000,1425,63999992
SA + LCP,4000000,1430,63999992
SA + LCP,4000000,1424,63999992
SA + LCP,4000000,1424,63999992
SA + LCP,4000000,1421,63999992
SA + LCP,4000000,1428,63999992
SA + LCP,4000000,1417,63999992
SA + LCP,4000000,1420,63999992
SA + LCP,4000000,1426,63999992
SA + LCP,4000000,1425,63999992
SA + LCP,4000000,1418,63999992
SA + LCP,4000000,1422,63999992
SA + LCP,4000000,1421,63999992
SA + LCP,4000000,1424,63999992
SA + LCP,4000000,1426,63999992
SA + LCP,4000000,1417,63999992
SA + LCP,4000000,1419,63999992
SA + LCP,4000000,1425,63999992
SA + LCP,4000000,1418,63999992
SA + LCP,4000000,1418,63999992
SA + LCP,4000000,1424,63999992
SA + LCP,4000000,1421,63999992
SA + LCP,4000000,1419,63999992
SA + LCP,4000000,1424,63999992
SA + LCP,4000000,1427,63999992
SA + LCP,4000000,1420,63999992
SA + LCP,4000000,1424,63999992
SA + LCP,4000000,1419,63999992
SA + LCP,4000000,1420,63999992
SA + LCP,4000000,1427,63999992
SA + LCP,4000000,1415,63999992
SA + LCP,4000000,1415,63999992
SA + LCP,4000000,1423,63999992
SA + LCP,4000000,1423,63999992
SA + LCP,4000000,1416,63999992
SA + LCP,4000000,1424,63999992
SA + LCP,4000000,1431,63999992
SA + LCP,4000000,1430,63999992
SA + LCP,4000000,1420,63999992
SA + LCP,4000000,1427,63999992
SA + LCP,4000000,1426,63999992
SA + LCP,4000000,1427,63999992
SA + LCP,4000000,1420,63999992
SA + LCP,4000000,1430,63999992
SA + LCP,4000000,1431,63999992
SA + LCP,4000000,1428,63999992
SA + LCP,4000000,1432,63999992
SA + LCP,4000000,1427,63999992
SA + LCP,4000000,1433,63999992
SA + LCP,4000000,1423,63999992
SA + LCP,4000000,1429,63999992
SA + LCP,4000000,1429,63999992
SA + LCP,4000000,1432,63999992
SA + LCP,4000000,1427,63999992
SA + LCP,4000000,1434,63999992
SA + LCP,4000000,1425,63999992
SA + LCP,4000000,1425,63999992
SA + LCP,4000000,1454,63999992
SA + LCP,4000000,1428,63999992
SA + LCP,4000000,1428,63999992
SA + LCP,4000000,1434,63999992
SA + LCP,4000000,1430,63999992
SA + LCP,4000000,1434,63999992
SA + LCP,4000000,1438,63999992
SA + LCP,4000000,1435,63999992
SA + LCP,4000000,1427,63999992
SA + LCP,4000000,1426,63999992
SA + LCP,4000000,1430,63999992
SA + LCP,4000000,1426,63999992
SA + LCP,4000000,1428,63999992
SA + LCP,4000000,1425,63999992
SA + LCP,4000000,1435,63999992
SA + LCP,4000000,1422,63999992
SA + LCP,4000000,1424,63999992
SA + LCP,4000000,1424,63999992
SA + LCP,4000000,1418,63999992
SA + LCP,4000000,1422,63999992
SA + LCP,4000000,1424,63999992
SA + LCP,4000000,1424,63999992
SA + LCP,4000000,1424,63999992
SA + LCP,4000000,1485,63999992
SA + LCP,4000000,1517,63999992
SA + LCP,4000000,1515,63999992
SA + LCP,4000000,1517,63999992
SA + LCP,4000000,1520,63999992
SA + LCP,4000000,1475,63999992
SA + LCP,4000000,1424,63999992
SA + LCP,4000000,1429,63999992
SA + LCP,4000000,1425,63999992
SA + LCP,4000000,1416,63999992
SA + LCP,4000000,1421,63999992
SA + LCP,4000000,1415,63999992
SA + LCP,4000000,1415,63999992
SA + LCP,4000000,1423,63999992
SA + LCP,4000000,1418,63999992
SA + LCP,4000000,1420,63999992
SA + LCP,4000000,1425,63999992
SA + LCP,5000000,1958,79999992
SA + LCP,5000000,1963,79999992
SA + LCP,5000000,1994,79999992
SA + LCP,5000000,2022,79999992
SA + LCP,5000000,1993,79999992
SA + LCP,5000000,1947,79999992
SA + LCP,5000000,2012,79999992
SA + LCP,5000000,1946,79999992
SA + LCP,5000000,1953,79999992
SA + LCP,5000000,1998,79999992
SA + LCP,5000000,1933,79999992
SA + LCP,5000000,1943,79999992
SA + LCP,5000000,2012,79999992
SA + LCP,5000000,1995,79999992
SA + LCP,5000000,1961,79999992
SA + LCP,5000000,1960,79999992
SA + LCP,5000000,1997,79999992
SA + LCP,5000000,2020,79999992
SA + LCP,5000000,2012,79999992
SA + LCP,5000000,1952,79999992
SA + LCP,5000000,1987,79999992
SA + LCP,5000000,1984,79999992
SA + LCP,5000000,1999,79999992
SA + LCP,5000000,2017,79999992
SA + LCP,5000000,2013,79999992
SA + LCP,5000000,1973,79999992
SA + LCP,5000000,1994,79999992
SA + LCP,5000000,2028,79999992
SA + LCP,5000000,1968,79999992
SA + LCP,5000000,1985,79999992
SA + LCP,5000000,1961,79999992
SA + LCP,5000000,1970,79999992
SA + LCP,5000000,2019,79999992
SA + LCP,5000000,1948,79999992
SA + LCP,5000000,2047,79999992
SA + LCP,5000000,1999,79999992
SA + LCP,5000000,1950,79999992
SA + LCP,5000000,1984,79999992
SA + LCP,5000000,2024,79999992
SA + LCP,5000000,1940,79999992
SA + LCP,5000000,2015,79999992
SA + LCP,5000000,2027,79999992
SA + LCP,5000000,1960,79999992
SA + LCP,5000000,2004,79999992
SA + LCP,5000000,1971,79999992
SA + LCP,5000000,1957,79999992
SA + LCP,5000000,1962,79999992
SA + LCP,5000000,1955,79999992
SA + LCP,5000000,1983,79999992
SA + LCP,5000000,1988,79999992
SA + LCP,5000000,2003,79999992
SA + LCP,5000000,2031,79999992
SA + LCP,5000000,1960,79999992
SA + LCP,5000000,1942,79999992
SA + LCP,5000000,2042,79999992
SA + LCP,5000000,1986,79999992
SA + LCP,5000000,2012,79999992
SA + LCP,5000000,2081,79999992
SA + LCP,5000000,1969,79999992
SA + LCP,5000000,2011,79999992
SA + LCP,5000000,2079,79999992
SA + LCP,5000000,1987,79999992
SA + LCP,5000000,2018,79999992
SA + LCP,5000000,1966,79999992
SA + LCP,5000000,1990,79999992
SA + LCP,5000000,2034,79999992
SA + LCP,5000000,2002,79999992
SA + LCP,5000000,1963,79999992
SA + LCP,5000000,1955,79999992
SA + LCP,5000000,2009,79999992
SA + LCP,5000000,2027,79999992
SA + LCP,5000000,1941,79999992
SA + LCP,5000000,1991,79999992
SA + LCP,5000000,1970,79999992
SA + LCP,5000000,1986,79999992
SA + LCP,5000000,2051,79999992
SA + LCP,5000000,1969,79999992
SA + LCP,5000000,2021,79999992
SA + LCP,5000000,2026,79999992
SA + LCP,5000000,1984,79999992
SA + LCP,5000000,1934,79999992
SA + LCP,5000000,1936,79999992
SA + LCP,5000000,1934,79999992
SA + LCP,5000000,1987,79999992
SA + LCP,5000000,1981,79999992
SA + LCP,5000000,2023,79999992
SA + LCP,5000000,1966,79999992
SA + LCP,5000000,1953,79999992
SA + LCP,5000000,1987,79999992
SA + LCP,5000000,1986,79999992
SA + LCP,5000000,1990,79999992
SA + LCP,5000000,1933,79999992
SA + LCP,5000000,1987,79999992
SA + LCP,5000000,1935,79999992
SA + LCP,5000000,2005,79999992
SA + LCP,5000000,1947,79999992
SA + LCP,5000000,1941,79999992
SA + LCP,5000000,2010,79999992
SA + LCP,5000000,1990,79999992
SA + LCP,5000000,1980,79999992
SA + LCP,6000000,2519,95999992
SA + LCP,6000000,2530,95999992
SA + LCP,6000000,2508,95999992
SA + LCP,6000000,2512,95999992
SA + LCP,6000000,2506,95999992
SA + LCP,6000000,2495,95999992
SA + LCP,6000000,2518,95999992
SA + LCP,6000000,2503,95999992
SA + LCP,6000000,2511,95999992
SA + LCP,6000000,2508,95999992
SA + LCP,6000000,2520,95999992
SA + LCP,6000000,2523,95999992
SA + LCP,6000000,2523,95999992
SA + LCP,6000000,2514,95999992
SA + LCP,6000000,2495,95999992
SA + LCP,6000000,2480,95999992
SA + LCP,6000000,2490,95999992
SA + LCP,6000000,2474,95999992
SA + LCP,6000000,2487,95999992
SA + LCP,6000000,2487,95999992
SA + LCP,6000000,2494,95999992
SA + LCP,6000000,2496,95999992
SA + LCP,6000000,2494,95999992
SA + LCP,6000000,2495,95999992
SA + LCP,6000000,2503,95999992
SA + LCP,6000000,2519,95999992
SA + LCP,6000000,2495,95999992
SA + LCP,6000000,2528,95999992
SA + LCP,6000000,2516,95999992
SA + LCP,6000000,2498,95999992
SA + LCP,6000000,2497,95999992
SA + LCP,6000000,2497,95999992
SA + LCP,6000000,2512,95999992
SA + LCP,6000000,2508,95999992
SA + LCP,6000000,2494,95999992
SA + LCP,6000000,2517,95999992
SA + LCP,6000000,2498,95999992
SA + LCP,6000000,2489,95999992
SA + LCP,6000000,2490,95999992
SA + LCP,6000000,2504,95999992
SA + LCP,6000000,2516,95999992
SA + LCP,6000000,2501,95999992
SA + LCP,6000000,2507,95999992
SA + LCP,6000000,2485,95999992
SA + LCP,6000000,2497,95999992
SA + LCP,6000000,2489,95999992
SA + LCP,6000000,2512,95999992
SA + LCP,6000000,2501,95999992
SA + LCP,6000000,2483,95999992
SA + LCP,6000000,2504,95999992
SA + LCP,6000000,2555,95999992
SA + LCP,6000000,2520,95999992
SA + LCP,6000000,2504,95999992
SA + LCP,6000000,2505,95999992
SA + LCP,6000000,2527,95999992
SA + LCP,6000000,2511,95999992
SA + LCP,6000000,2507,95999992
SA + LCP,6000000,2528,95999992
SA + LCP,6000000,2528,95999992
SA + LCP,6000000,2519,95999992
SA + LCP,6000000,2515,95999992
SA + LCP,6000000,2513,95999992
SA + LCP,6000000,2506,95999992
SA + LCP,6000000,2495,95999992
SA + LCP,6000000,2493,95999992
SA + LCP,6000000,2493,95999992
SA + LCP,6000000,2507,95999992
SA + LCP,6000000,2496,95999992
SA + LCP,6000000,2502,95999992
SA + LCP,6000000,2517,95999992
SA + LCP,6000000,2522,95999992
SA + LCP,6000000,2515,95999992
SA + LCP,6000000,2511,95999992
SA + LCP,6000000,2512,95999992
SA + LCP,6000000,2503,95999992
SA + LCP,6000000,2503,95999992
SA + LCP,6000000,2508,95999992
SA + LCP,6000000,2519,95999992
SA + LCP,6000000,2512,95999992
SA + LCP,6000000,2542,95999992
SA + LCP,6000000,2539,95999992
SA + LCP,6000000,2555,95999992
SA + LCP,6000000,2544,95999992
SA + LCP,6000000,2538,95999992
SA + LCP,6000000,2522,95999992
SA + LCP,6000000,2541,95999992
SA + LCP,6000000,2529,95999992
SA + LCP,6000000,2526,95999992
SA + LCP,6000000,2525,95999992
SA + LCP,6000000,2823,95999992
SA + LCP,6000000,2518,95999992
SA + LCP,6000000,2539,95999992
SA + LCP,6000000,2527,95999992
SA + LCP,6000000,2561,95999992
SA + LCP,6000000,2589,95999992
SA + LCP,6000000,2617,95999992
SA + LCP,6000000,2609,95999992
SA + LCP,6000000,2580,95999992
SA + LCP,6000000,2516,95999992
SA + LCP,6000000,2498,95999992
SA + LCP,7000000,3204,111999992
SA + LCP,7000000,3193,111999992
SA + LCP,7000000,3203,111999992
SA + LCP,7000000,3216,111999992
SA + LCP,7000000,3269,111999992
SA + LCP,7000000,3462,111999992
SA + LCP,7000000,3316,111999992
SA + LCP,7000000,3315,111999992
SA + LCP,7000000,3363,111999992
SA + LCP,7000000,3379,111999992
SA + LCP,7000000,3345,111999992
SA + LCP,7000000,3241,111999992
SA + LCP,7000000,3218,111999992
SA + LCP,7000000,3264,111999992
SA + LCP,7000000,3239,111999992
SA + LCP,7000000,3278,111999992
SA + LCP,7000000,3278,111999992
SA + LCP,7000000,3262,111999992
SA + LCP,7000000,3278,111999992
SA + LCP,7000000,3279,111999992
SA + LCP,7000000,3299,111999992
SA + LCP,7000000,3298,111999992
SA + LCP,7000000,3282,111999992
SA + LCP,7000000,3260,111999992
SA + LCP,7000000,3259,111999992
SA + LCP,7000000,3290,111999992
SA + LCP,7000000,3282,111999992
SA + LCP,7000000,3305,111999992
SA + LCP,7000000,3282,111999992
SA + LCP,7000000,3302,111999992
SA + LCP,7000000,3275,111999992
SA + LCP,7000000,3255,111999992
SA + LCP,7000000,3292,111999992
SA + LCP,7000000,3284,111999992
SA + LCP,7000000,3302,111999992
SA + LCP,7000000,3317,111999992
SA + LCP,7000000,3315,111999992
SA + LCP,7000000,3287,111999992
SA + LCP,7000000,3295,111999992
SA + LCP,7000000,3300,111999992
SA + LCP,7000000,3299,111999992
SA + LCP,7000000,3274,111999992
SA + LCP,7000000,3302,111999992
SA + LCP,7000000,3315,111999992
SA + LCP,7000000,3303,111999992
SA + LCP,7000000,3298,111999992
SA + LCP,7000000,3269,111999992
SA + LCP,7000000,3250,111999992
SA + LCP,7000000,3258,111999992
SA + LCP,7000000,3253,111999992
SA + LCP,7000000,3687,111999992
SA + LCP,7000000,3766,111999992
SA + LCP,7000000,3371,111999992
SA + LCP,7000000,3259,111999992
SA + LCP,7000000,3263,111999992
SA + LCP,7000000,3252,111999992
SA + LCP,7000000,3245,111999992
SA + LCP,7000000,3247,111999992
SA + LCP,7000000,3250,111999992
SA + LCP,7000000,3274,111999992
SA + LCP,7000000,3251,111999992
SA + LCP,7000000,3256,111999992
SA + LCP,7000000,3324,111999992
SA + LCP,7000000,3275,111999992
SA + LCP,7000000,3250,111999992
SA + LCP,7000000,3252,111999992
SA + LCP,7000000,3240,111999992
SA + LCP,7000000,3241,111999992
SA + LCP,7000000,3244,111999992
SA + LCP,7000000,3190,111999992
SA + LCP,7000000,3256,111999992
SA + LCP,7000000,3233,111999992
SA + LCP,7000000,3251,111999992
SA + LCP,7000000,3260,111999992
SA + LCP,7000000,3299,111999992
SA + LCP,7000000,3260,111999992
SA + LCP,7000000,3264,111999992
SA + LCP,7000000,3257,111999992
SA + LCP,7000000,3245,111999992
SA + LCP,7000000,3298,111999992
SA + LCP,7000000,3282,111999992
SA + LCP,7000000,3267,111999992
SA + LCP,7000000,3258,111999992
SA + LCP,7000000,3261,111999992
SA + LCP,7000000,3284,111999992
SA + LCP,7000000,3259,111999992
SA + LCP,7000000,3268,111999992
SA + LCP,7000000,3274,111999992
SA + LCP,7000000,3246,111999992
SA + LCP,7000000,3258,111999992
SA + LCP,7000000,3220,111999992
SA + LCP,7000000,3348,111999992
SA + LCP,7000000,3499,111999992
SA + LCP,7000000,3301,111999992
SA + LCP,7000000,3345,111999992
SA + LCP,7000000,3276,111999992
SA + LCP,7000000,3270,111999992
SA + LCP,7000000,3271,111999992
SA + LCP,7000000,3332,111999992
SA + LCP,7000000,3363,111999992
SA + LCP,8000000,3982,127999992
SA + LCP,8000000,3966,127999992
SA + LCP,8000000,3984,127999992
SA + LCP,8000000,3948,127999992
SA + LCP,8000000,3974,127999992
SA + LCP,8000000,3924,127999992
SA + LCP,8000000,3969,127999992
SA + LCP,8000000,3935,127999992
SA + LCP,8000000,3932,127999992
SA + LCP,8000000,3950,127999992
SA + LCP,8000000,3967,127999992
SA + LCP,8000000,3986,127999992
SA + LCP,8000000,3953,127999992
SA + LCP,8000000,3902,127999992
SA + LCP,8000000,3968,127999992
SA + LCP,8000000,3920,127999992
SA + LCP,8000000,3984,127999992
SA + LCP,8000000,3934,127999992
SA + LCP,8000000,3955,127999992
SA + LCP,8000000,3902,127999992
SA + LCP,8000000,3948,127999992
SA + LCP,8000000,3966,127999992
SA + LCP,8000000,3947,127999992
SA + LCP,8000000,3949,127999992
SA + LCP,8000000,3908,127999992
SA + LCP,8000000,3909,127999992
SA + LCP,8000000,3851,127999992
SA + LCP,8000000,3922,127999992
SA + LCP,8000000,3931,127999992
SA + LCP,8000000,3935,127999992
SA + LCP,8000000,3942,127999992
SA + LCP,8000000,3903,127999992
SA + LCP,8000000,3896,127999992
SA + LCP,8000000,3946,127999992
SA + LCP,8000000,3931,127999992
SA + LCP,8000000,3947,127999992
SA + LCP,8000000,3913,127999992
SA + LCP,8000000,3937,127999992
SA + LCP,8000000,3939,127999992
SA + LCP,8000000,3909,127999992
SA + LCP,8000000,3960,127999992
SA + LCP,8000000,3965,127999992
SA + LCP,8000000,3945,127999992
SA + LCP,8000000,3947,127999992
SA + LCP,8000000,3920,127999992
SA + LCP,8000000,3970,127999992
SA + LCP,8000000,4079,127999992
SA + LCP,8000000,3958,127999992
SA + LCP,8000000,3903,127999992
SA + LCP,8000000,4019,127999992
SA + LCP,8000000,3916,127999992
SA + LCP,8000000,3774,127999992
SA + LCP,8000000,3777,127999992
SA + LCP,8000000,3794,127999992
SA + LCP,8000000,3809,127999992
SA + LCP,8000000,3782,127999992
SA + LCP,8000000,3772,127999992
SA + LCP,8000000,3784,127999992
SA + LCP,8000000,3764,127999992
SA + LCP,8000000,3762,127999992
SA + LCP,8000000,3715,127999992
SA + LCP,8000000,3770,127999992
SA + LCP,8000000,3772,127999992
SA + LCP,8000000,3793,127999992
SA + LCP,8000000,3769,127999992
SA + LCP,8000000,3775,127999992
SA + LCP,8000000,3732,127999992
SA + LCP,8000000,3778,127999992
SA + LCP,8000000,3881,127999992
SA + LCP,8000000,3894,127999992
SA + LCP,8000000,3903,127999992
SA + LCP,8000000,3892,127999992
SA + LCP,8000000,3891,127999992
SA + LCP,8000000,3883,127999992
SA + LCP,8000000,4013,127999992
SA + LCP,8000000,3853,127999992
SA + LCP,8000000,3784,127999992
SA + LCP,8000000,3854,127999992
SA + LCP,8000000,3811,127999992
SA + LCP,8000000,3764,127999992
SA + LCP,8000000,3827,127999992
SA + LCP,8000000,3791,127999992
SA + LCP,8000000,3833,127999992
SA + LCP,8000000,3832,127999992
SA + LCP,8000000,3802,127999992
SA + LCP,8000000,3790,127999992
SA + LCP,8000000,3907,127999992
SA + LCP,8000000,4084,127999992
SA + LCP,8000000,3907,127999992
