Estructura,Largo Patron,Tiempo
Sufix Array,70,261
Sufix Array,70,260
Sufix Array,70,260
Sufix Array,70,261
Sufix Array,70,266
Sufix Array,70,264
Sufix Array,70,271
Sufix Array,70,315
Sufix Array,70,267
Sufix Array,70,266
Sufix Array,70,267
Sufix Array,70,268
Sufix Array,70,273
Sufix Array,70,266
Sufix Array,70,274
Sufix Array,70,270
Sufix Array,70,262
Sufix Array,70,268
Sufix Array,70,271
Sufix Array,70,267
Sufix Array,70,266
Sufix Array,70,264
Sufix Array,70,265
Sufix Array,70,322
Sufix Array,70,268
Sufix Array,70,266
Sufix Array,70,264
Sufix Array,70,275
Sufix Array,70,270
Sufix Array,70,268
Sufix Array,70,261
Sufix Array,70,266
Sufix Array,70,266
Sufix Array,70,265
Sufix Array,70,266
Sufix Array,70,267
Sufix Array,70,290
Sufix Array,70,267
Sufix Array,70,265
Sufix Array,70,265
Sufix Array,70,263
Sufix Array,70,264
Sufix Array,70,264
Sufix Array,70,264
Sufix Array,70,261
Sufix Array,70,270
Sufix Array,70,269
Sufix Array,70,265
Sufix Array,70,262
Sufix Array,70,267
Sufix Array,70,267
Sufix Array,70,265
Sufix Array,70,266
Sufix Array,70,315
Sufix Array,70,267
Sufix Array,70,265
Sufix Array,70,267
Sufix Array,70,268
Sufix Array,70,266
Sufix Array,70,268
Sufix Array,70,268
Sufix Array,70,267
Sufix Array,70,265
Sufix Array,70,268
Sufix Array,70,267
Sufix Array,70,267
Sufix Array,70,266
Sufix Array,70,267
Sufix Array,70,317
Sufix Array,70,266
Sufix Array,70,266
Sufix Array,70,265
Sufix Array,70,268
Sufix Array,70,266
Sufix Array,70,270
Sufix Array,70,271
Sufix Array,70,268
Sufix Array,70,270
Sufix Array,70,263
Sufix Array,70,311
Sufix Array,70,266
Sufix Array,70,263
Sufix Array,80,2780
Sufix Array,80,427
Sufix Array,80,265
Sufix Array,80,255
Sufix Array,80,252
Sufix Array,80,257
Sufix Array,80,253
Sufix Array,80,307
Sufix Array,80,255
Sufix Array,80,255
Sufix Array,80,257
Sufix Array,80,258
Sufix Array,80,259
Sufix Array,80,259
Sufix Array,80,257
Sufix Array,80,257
Sufix Array,80,257
Sufix Array,80,258
Sufix Array,80,254
Sufix Array,80,257
Sufix Array,80,255
Sufix Array,80,258
Sufix Array,80,255
Sufix Array,80,307
Sufix Array,80,257
Sufix Array,80,259
Sufix Array,80,257
Sufix Array,80,260
Sufix Array,80,257
Sufix Array,80,255
Sufix Array,80,256
Sufix Array,80,261
Sufix Array,80,260
Sufix Array,80,256
Sufix Array,80,256
Sufix Array,80,257
Sufix Array,80,259
Sufix Array,80,258
Sufix Array,80,255
Sufix Array,80,257
Sufix Array,80,255
Sufix Array,80,258
Sufix Array,80,256
Sufix Array,80,256
Sufix Array,80,259
Sufix Array,80,258
Sufix Array,80,258
Sufix Array,80,255
Sufix Array,80,255
Sufix Array,80,257
Sufix Array,80,256
Sufix Array,80,296
Sufix Array,80,257
Sufix Array,80,258
Sufix Array,80,258
Sufix Array,80,256
Sufix Array,80,257
Sufix Array,80,260
Sufix Array,80,257
Sufix Array,80,257
Sufix Array,80,257
Sufix Array,80,258
Sufix Array,80,256
Sufix Array,80,255
Sufix Array,80,254
Sufix Array,80,260
Sufix Array,80,255
Sufix Array,80,258
Sufix Array,80,255
Sufix Array,80,256
Sufix Array,80,254
Sufix Array,80,256
Sufix Array,80,255
Sufix Array,80,256
Sufix Array,80,253
Sufix Array,80,257
Sufix Array,80,255
Sufix Array,80,255
Sufix Array,80,254
Sufix Array,80,254
Sufix Array,80,254
Sufix Array,80,258
Sufix Array,80,256
Sufix Array,80,257
Sufix Array,80,259
Sufix Array,80,259
Sufix Array,80,255
Sufix Array,80,305
Sufix Array,80,255
Sufix Array,80,257
Sufix Array,80,254
Sufix Array,80,257
Sufix Array,80,256
Sufix Array,80,256
Sufix Array,80,254
Sufix Array,80,256
Sufix Array,80,259
Sufix Array,80,255
Sufix Array,80,255
Sufix Array,80,255
Sufix Array,90,2715
Sufix Array,90,436
Sufix Array,90,306
Sufix Array,90,286
Sufix Array,90,287
Sufix Array,90,261
Sufix Array,90,264
Sufix Array,90,263
Sufix Array,90,264
Sufix Array,90,266
Sufix Array,90,263
Sufix Array,90,267
Sufix Array,90,265
Sufix Array,90,263
Sufix Array,90,264
Sufix Array,90,264
Sufix Array,90,313
Sufix Array,90,264
Sufix Array,90,266
Sufix Array,90,266
Sufix Array,90,268
Sufix Array,90,265
Sufix Array,90,265
Sufix Array,90,266
Sufix Array,90,264
Sufix Array,90,263
Sufix Array,90,263
Sufix Array,90,265
Sufix Array,90,262
Sufix Array,90,265
Sufix Array,90,264
Sufix Array,90,262
Sufix Array,90,311
Sufix Array,90,264
Sufix Array,90,263
Sufix Array,90,264
Sufix Array,90,262
Sufix Array,90,263
Sufix Array,90,265
Sufix Array,90,264
Sufix Array,90,263
Sufix Array,90,263
Sufix Array,90,263
Sufix Array,90,263
Sufix Array,90,260
Sufix Array,90,264
Sufix Array,90,262
Sufix Array,90,261
Sufix Array,90,264
Sufix Array,90,262
Sufix Array,90,263
Sufix Array,90,264
Sufix Array,90,266
Sufix Array,90,313
Sufix Array,90,263
Sufix Array,90,265
Sufix Array,90,266
Sufix Array,90,267
Sufix Array,90,263
Sufix Array,90,320
Sufix Array,90,317
Sufix Array,90,269
Sufix Array,90,269
Sufix Array,90,265
Sufix Array,90,261
Sufix Array,90,263
Sufix Array,90,261
Sufix Array,90,266
Sufix Array,90,266
Sufix Array,90,265
Sufix Array,90,266
Sufix Array,90,262
Sufix Array,90,262
Sufix Array,90,265
Sufix Array,90,264
Sufix Array,90,263
Sufix Array,90,260
Sufix Array,90,264
Sufix Array,90,265
Sufix Array,90,263
Sufix Array,90,265
Sufix Array,90,266
Sufix Array,90,266
Sufix Array,90,265
Sufix Array,90,266
Sufix Array,90,266
Sufix Array,90,263
Sufix Array,90,264
Sufix Array,90,267
Sufix Array,90,264
Sufix Array,90,265
Sufix Array,90,263
Sufix Array,90,264
Sufix Array,90,265
Sufix Array,90,264
Sufix Array,90,260
Sufix Array,90,264
Sufix Array,90,265
Sufix Array,90,260
Sufix Array,90,260
Sufix Array,100,1331
Sufix Array,100,381
Sufix Array,100,335
Sufix Array,100,333
Sufix Array,100,322
Sufix Array,100,304
Sufix Array,100,302
Sufix Array,100,308
Sufix Array,100,301
Sufix Array,100,302
Sufix Array,100,300
Sufix Array,100,301
Sufix Array,100,302
Sufix Array,100,301
Sufix Array,100,301
Sufix Array,100,305
Sufix Array,100,300
Sufix Array,100,295
Sufix Array,100,306
Sufix Array,100,302
Sufix Array,100,303
Sufix Array,100,300
Sufix Array,100,302
Sufix Array,100,302
Sufix Array,100,302
Sufix Array,100,303
Sufix Array,100,301
Sufix Array,100,351
Sufix Array,100,304
Sufix Array,100,298
Sufix Array,100,301
Sufix Array,100,302
Sufix Array,100,297
Sufix Array,100,293
Sufix Array,100,296
Sufix Array,100,302
Sufix Array,100,300
Sufix Array,100,295
Sufix Array,100,304
Sufix Array,100,305
Sufix Array,100,302
Sufix Array,100,304
Sufix Array,100,308
Sufix Array,100,308
Sufix Array,100,302
Sufix Array,100,299
Sufix Array,100,348
Sufix Array,100,312
Sufix Array,100,303
Sufix Array,100,301
Sufix Array,100,305
Sufix Array,100,305
Sufix Array,100,309
Sufix Array,100,300
Sufix Array,100,312
Sufix Array,100,299
Sufix Array,100,305
Sufix Array,100,299
Sufix Array,100,300
Sufix Array,100,300
Sufix Array,100,299
Sufix Array,100,301
Sufix Array,100,303
Sufix Array,100,304
Sufix Array,100,298
Sufix Array,100,299
Sufix Array,100,300
Sufix Array,100,293
Sufix Array,100,301
Sufix Array,100,301
Sufix Array,100,306
Sufix Array,100,271
Sufix Array,100,289
Sufix Array,100,302
Sufix Array,100,275
Sufix Array,100,288
Sufix Array,100,300
Sufix Array,100,270
Sufix Array,100,275
Sufix Array,100,257
Sufix Array,100,259
Sufix Array,100,259
Sufix Array,100,259
Sufix Array,100,256
Sufix Array,100,256
Sufix Array,100,261
Sufix Array,100,258
Sufix Array,100,260
Sufix Array,100,258
Sufix Array,100,259
Sufix Array,100,259
Sufix Array,100,257
Sufix Array,100,259
Sufix Array,100,262
Sufix Array,100,263
Sufix Array,100,300
Sufix Array,100,278
Sufix Array,100,303
Sufix Array,100,255
Sufix Array,100,257
